"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","0"
"2",1,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","0"
"3",1,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","0"
"4",1,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","0"
"5",1,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","+2"
"6",1,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","+2"
"7",1,"Christian McCaffrey",SF,"RB3","8","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"8",1,"Jonathan Taylor",IND,"RB4","13","4 out of 5","3 out of 5","4 out of 5 stars","-2"
"9",1,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","+1"
"10",1,"James Cook III",BUF,"RB5","7","5 out of 5","2 out of 5","2 out of 5 stars","-1"
"11",2,"Justin Jefferson",MIN,"WR6","6","4 out of 5","2 out of 5","5 out of 5 stars","0"
"12",2,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","+3"
"13",2,"Drake London",ATL,"WR7","11","4 out of 5","3 out of 5","3 out of 5 stars","+7"
"14",2,"A.J. Brown",NE,"WR8","11","5 out of 5","2 out of 5","2 out of 5 stars","+5"
"15",2,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-3"
"16",2,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-3"
"17",2,"Nico Collins",HOU,"WR9","8","5 out of 5","2 out of 5","3 out of 5 stars","+7"
"18",2,"Brock Bowers",LV,"TE1","13","5 out of 5","1 out of 5","3 out of 5 stars","+4"
"19",2,"Omarion Hampton",LAC,"RB9","7","5 out of 5","2 out of 5","3 out of 5 stars","-2"
"20",2,"Derrick Henry",BAL,"RB10","13","4 out of 5","2 out of 5","3 out of 5 stars","-2"
"21",2,"Kenneth Walker III",KC,"RB11","5","5 out of 5","4 out of 5","3 out of 5 stars","-5"
"22",2,"Ashton Jeanty",LV,"RB12","13","4 out of 5","4 out of 5","2 out of 5 stars","-8"
"23",2,"George Pickens",DAL,"WR10","14","4 out of 5","3 out of 5","2 out of 5 stars","+2"
"24",2,"Chris Olave",NO,"WR11","8","4 out of 5","4 out of 5","3 out of 5 stars","+4"
"25",3,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","-2"
"26",3,"Josh Allen",BUF,"QB1","7","5 out of 5","1 out of 5","3 out of 5 stars","-5"
"",3
"27",3,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","+2"
"28",3,"Rashee Rice",KC,"WR13","5","4 out of 5","4 out of 5","2 out of 5 stars","+5"
"29",3,"DeVonta Smith",PHI,"WR14","10","4 out of 5","2 out of 5","4 out of 5 stars","+3"
"30",3,"Zay Flowers",BAL,"WR15","13","4 out of 5","2 out of 5","4 out of 5 stars","+5"
"31",3,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-4"
"32",3,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","+7"
"33",3,"Javonte Williams",DAL,"RB14","14","4 out of 5","4 out of 5","4 out of 5 stars","-2"
"34",3,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","0"
"35",3,"Tetairoa McMillan",CAR,"WR17","5","4 out of 5","4 out of 5","2 out of 5 stars","+2"
"36",3,"Lamar Jackson",BAL,"QB2","13","4 out of 5","4 out of 5","3 out of 5 stars","0"
"37",3,"Garrett Wilson",NYJ,"WR18","13","4 out of 5","4 out of 5","4 out of 5 stars","+7"
"38",3,"Jaylen Waddle",DEN,"WR19","10","4 out of 5","3 out of 5","2 out of 5 stars","+8"
"39",3,"Ladd McConkey",LAC,"WR20","7","4 out of 5","4 out of 5","2 out of 5 stars","+4"
"40",3,"Josh Jacobs",GB,"RB16","11","4 out of 5","3 out of 5","4 out of 5 stars","-10"
"41",4,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","+1"
"42",4,"Emeka Egbuka",TB,"WR21","10","5 out of 5","3 out of 5","4 out of 5 stars","-1"
"43",4,"Jeremiyah Love",ARI,"RB17","14","5 out of 5","3 out of 5","2 out of 5 stars","-17"
"44",4,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+8"
"45",4,"Travis Etienne Jr.",NO,"RB18","8","4 out of 5","4 out of 5","3 out of 5 stars","-5"
"46",4,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+9"
"47",4,"D'Andre Swift",CHI,"RB19","10","3 out of 5","2 out of 5","2 out of 5 stars","+1"
"48",4,"Davante Adams",LAR,"WR23","11","4 out of 5","4 out of 5","1 out of 5 stars","+9"
"49",4,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+4"
"50",4,"Luther Burden III",CHI,"WR24","10","4 out of 5","4 out of 5","3 out of 5 stars","+4"
"51",4,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-13"
"52",4,"Tyler Warren",IND,"TE4","13","5 out of 5","2 out of 5","3 out of 5 stars","-1"
"53",4,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+7"
"54",4,"Bucky Irving",TB,"RB21","10","3 out of 5","4 out of 5","2 out of 5 stars","-7"
"55",4,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-10"
"56",4,"David Montgomery",HOU,"RB23","8","4 out of 5","2 out of 5","4 out of 5 stars","-7"
"57",4,"Christian Watson",GB,"WR26","11","4 out of 5","4 out of 5","5 out of 5 stars","+9"
"58",4,"DJ Moore",BUF,"WR27","7","4 out of 5","2 out of 5","4 out of 5 stars","-8"
"59",4,"Mike Evans",SF,"WR28","8","4 out of 5","3 out of 5","2 out of 5 stars","+5"
"60",4,"Jayden Daniels",WAS,"QB5","7","4 out of 5","4 out of 5","2 out of 5 stars","+1"
"61",4,"Rome Odunze",CHI,"WR29","10","4 out of 5","3 out of 5","3 out of 5 stars","+2"
"62",4,"Jalen Hurts",PHI,"QB6","10","4 out of 5","4 out of 5","5 out of 5 stars","0"
"63",4,"Bhayshul Tuten",JAC,"RB24","7","4 out of 5","3 out of 5","4 out of 5 stars","-5"
"64",5,"Jadarian Price",SEA,"RB25","11","4 out of 5","4 out of 5","4 out of 5 stars","-5"
"65",5,"TreVeyon Henderson",NE,"RB26","11","4 out of 5","4 out of 5","2 out of 5 stars","-9"
"66",5,"Parker Washington",JAC,"WR30","7","4 out of 5","3 out of 5","4 out of 5 stars","+3"
"67",5,"Caleb Williams",CHI,"QB7","10","4 out of 5","2 out of 5","3 out of 5 stars","+5"
"68",5,"Tucker Kraft",GB,"TE5","11","5 out of 5","2 out of 5","2 out of 5 stars","-3"
"69",5,"Marvin Harrison Jr.",ARI,"WR31","14","4 out of 5","4 out of 5","2 out of 5 stars","+6"
"70",5,"Rhamondre Stevenson",NE,"RB27","11","4 out of 5","3 out of 5","2 out of 5 stars","0"
"71",5,"Justin Herbert",LAC,"QB8","7","4 out of 5","2 out of 5","2 out of 5 stars","+5"
"72",5,"Carnell Tate",TEN,"WR32","9","4 out of 5","3 out of 5","3 out of 5 stars","+2"
"73",5,"Jaylen Warren",PIT,"RB28","9","4 out of 5","4 out of 5","2 out of 5 stars","-6"
"74",5,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","1 out of 5","4 out of 5 stars","+11"
"75",5,"Brian Thomas Jr.",JAC,"WR33","7","2 out of 5","4 out of 5","4 out of 5 stars","+2"
"76",5,"Tony Pollard",TEN,"RB29","9","4 out of 5","3 out of 5","3 out of 5 stars","+3"
"77",5,"DK Metcalf",PIT,"WR34","9","3 out of 5","3 out of 5","3 out of 5 stars","+5"
"78",5,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+2"
"79",5,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-11"
"80",5,"Sam LaPorta",DET,"TE7","6","4 out of 5","3 out of 5","3 out of 5 stars","-9"
"81",5,"Rico Dowdle",PIT,"RB30","9","4 out of 5","4 out of 5","2 out of 5 stars","-3"
"82",5,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","4 out of 5","4 out of 5 stars","+6"
"83",5,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-10"
"84",5,"Jonathon Brooks",CAR,"RB31","5","4 out of 5","4 out of 5","1 out of 5 stars","-1"
"85",5,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+1"
"86",5,"J.K. Dobbins",DEN,"RB32","10","4 out of 5","4 out of 5","2 out of 5 stars","+3"
"87",5,"Michael Pittman Jr.",PIT,"WR37","9","4 out of 5","3 out of 5","3 out of 5 stars","+23"
"88",5,"Quentin Johnston",LAC,"WR38","7","4 out of 5","4 out of 5","2 out of 5 stars","+17"
"89",5,"Michael Wilson",ARI,"WR39","14","-","-","2 out of 5 stars","-2"
"90",6,"Chuba Hubbard",CAR,"RB33","5","2 out of 5","4 out of 5","1 out of 5 stars","-9"
"",6
"91",6,"Brock Purdy",SF,"QB11","8","4 out of 5","2 out of 5","1 out of 5 stars","+18"
"92",6,"Josh Downs",IND,"WR40","13","3 out of 5","4 out of 5","4 out of 5 stars","+11"
"93",6,"Blake Corum",LAR,"RB34","11","4 out of 5","4 out of 5","5 out of 5 stars","-2"
"94",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-4"
